PP_ID,PAYER_ID,PLAN_NAME,"PLAN_TYPECommercial,Medicare,Medicaid ","PLAN_SUB_TYPEHMO,PPO,etc ","PLAN_CATEGORYIndividual,Group,Small Group, Large Group, Employee Based, etc ",STATE_NAME,Mailing_Address1- ,Mailing_Address2,Mailing_City ,Mailing_State ,Mailing_Zip ,MAIN_FAX ,Main_Phone,Prior Authorization_FAX ,CLAIMS_PHONE ,
,Devoted Health,DEVOTED CHOICE 002 AZ (PPO),Medicare Advantage,PPO,Individual,Arizona,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CHOICE 003 AZ (PPO),Medicare Advantage,PPO,Individual,Arizona,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CHOICE GIVEBACK 006 AZ (PPO),Medicare Advantage,PPO,Individual,Arizona,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CORE 007 AZ (HMO),Medicare Advantage,HMO,Individual,Arizona,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CORE 016 AZ (HMO),Medicare Advantage,HMO,Individual,Arizona,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CHOICE GIVEBACK 013 AZ (PPO),Medicare Advantage,PPO,Individual,Arizona,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CHOICE GIVEBACK 019 AZ (PPO),Medicare Advantage,PPO,Individual,Arizona,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED C-SNP CHOICE PREMIUM 014 AZ (HMO C-SNP),Medicare Advantage,HMO C-SNP,Individual,Arizona,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED C-SNP PLUS 011 AZ (HMO C-SNP),Medicare Advantage,HMO C-SNP,Individual,Arizona,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CORE 001 AZ (HMO),Medicare Advantage,HMO,Individual,Arizona,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED C-SNP CHOICE PLUS 010 AR(PPO C-SNP),Medicare Advantage,PPO C-SNP,Individual,Arkansas,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED C-SNP CHOICE PREMIUM 007 AR (PPO C-SNP),Medicare Advantage,PPO C-SNP,Individual,Arkansas,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED DUAL CHOICE 004 AR (PPO D-SNP),Medicare Advantage,PPO D-SNP,Individual,Arkansas,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED DUAL CHOICE 009 AR (PPO D-SNP),Medicare Advantage,PPO D-SNP,Individual,Arkansas,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED C-SNP CHOICE PLUS 003 AR(PPO C-SNP),Medicare Advantage,PPO C-SNP,Individual,Arkansas,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED DUAL CHOICE 006 AR (PPO C-SNP),Medicare Advantage,PPO C-SNP,Individual,Arkansas,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED DUAL CHOICE 001 AR (PPO),Medicare Advantage,PPO,Individual,Arkansas,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CHOICE GIVEBACK 002 AR (PPO),Medicare Advantage,PPO,Individual,Arkansas,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED C-SNP PLUS 013 CO (HMO C-SNP),Medicare Advantage,HMO C-SNP,Individual,Colorado,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED C-SNP PREMIUM 009 CO (HMO C-SNP),Medicare Advantage,HMO C-SNP,Individual,Colorado,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED C-SNP PREMIUM 010 CO (HMO C-SNP),Medicare Advantage,HMO C-SNP,Individual,Colorado,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED C-SNP PREMIUM 011 CO (HMO C-SNP),Medicare Advantage,HMO C-SNP,Individual,Colorado,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED DUAL FULL 012 CO (HMO D-SNP),Medicare Advantage,HMO D-SNP,Dual,Colorado,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED DUAL 007 CO (HMO D-SNP),Medicare Advantage,HMO D-SNP,Dual,Colorado,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED DUAL PLUS 003 CO (HMO D-SNP),Medicare Advantage,HMO D-SNP,Dual,Colorado,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CHOICE 001 CO(PPO),Medicare Advantage,PPO,Individual,Colorado,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CHOICE 002 CO(PPO),Medicare Advantage,PPO,Individual,Colorado,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CHOICE GIVEBACK 003 CO(PPO),Medicare Advantage,PPO,Individual,Colorado,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CORE 001 CO (HMO),Medicare Advantage,HMO,Individual,Colorado,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CORE 004 CO (HMO),Medicare Advantage,HMO,Individual,Colorado,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED C-SNP PLUS 084 FL (HMO C-SNP),Medicare Advantage,HMO C-SNP,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED C-SNP PLUS 085 FL (HMO C-SNP),Medicare Advantage,HMO C-SNP,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED C-SNP PLUS 086 FL (HMO C-SNP),Medicare Advantage,HMO C-SNP,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED C-SNP PLUS 087 FL (HMO C-SNP),Medicare Advantage,HMO C-SNP,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED C-SNP PLUS 088 FL (HMO C-SNP),Medicare Advantage,HMO C-SNP,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED C-SNP PLUS 089 FL (HMO C-SNP),Medicare Advantage,HMO C-SNP,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED C-SNP PLUS 090 FL (HMO C-SNP),Medicare Advantage,HMO C-SNP,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED C-SNP PLUS 091 FL (HMO C-SNP),Medicare Advantage,HMO C-SNP,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED C-SNP PREMIUM 067 FL (HMO C-SNP),Medicare Advantage,HMO C-SNP,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED C-SNP PREMIUM 068 FL (HMO C-SNP),Medicare Advantage,HMO C-SNP,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED C-SNP PREMIUM 069 FL (HMO C-SNP),Medicare Advantage,HMO C-SNP,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED C-SNP PREMIUM 070 FL (HMO C-SNP),Medicare Advantage,HMO C-SNP,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED C-SNP PREMIUM 071 FL (HMO C-SNP),Medicare Advantage,HMO C-SNP,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED C-SNP PREMIUM 072 FL (HMO C-SNP),Medicare Advantage,HMO C-SNP,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED C-SNP PREMIUM 073 FL (HMO C-SNP),Medicare Advantage,HMO C-SNP,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED C-SNP PREMIUM 074 FL (HMO C-SNP),Medicare Advantage,HMO C-SNP,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED DUAL FULL 077 FL (HMO D-SNP),Medicare Advantage,HMO D-SNP,Dual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED DUAL FULL 78 FL (HMO D-SNP),Medicare Advantage,HMO D-SNP,Dual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED DUAL FULL 079 FL (HMO D-SNP),Medicare Advantage,HMO D-SNP,Dual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED DUAL FULL 080 FL (HMO D-SNP),Medicare Advantage,HMO D-SNP,Dual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED DUAL FULL 081 FL (HMO D-SNP),Medicare Advantage,HMO D-SNP,Dual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED DUAL FULL 082 FL (HMO D-SNP),Medicare Advantage,HMO D-SNP,Dual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED DUAL FULL 083 FL (HMO D-SNP),Medicare Advantage,HMO D-SNP,Dual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED DUAL PLUS 042 FL (HMO D-SNP),Medicare Advantage,HMO D-SNP,Dual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED DUAL PLUS 052 FL (HMO D-SNP),Medicare Advantage,HMO D-SNP,Dual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED DUAL PLUS 053 FL (HMO D-SNP),Medicare Advantage,HMO D-SNP,Dual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED DUAL PLUS 054 FL (HMO D-SNP),Medicare Advantage,HMO D-SNP,Dual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED DUAL PLUS 055 FL (HMO D-SNP),Medicare Advantage,HMO D-SNP,Dual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CHOICE GIVEBACK 008 FL (PPO),Medicare Advantage,PPO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CORE 056 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CORE 057 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CORE 058 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CORE 059 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CORE 060 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CORE 061 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CORE 062 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CORE 063 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CORE 064 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CORE 065 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CORE 066 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CORE 001 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CORE 002 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CORE 003 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CORE 005 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CORE 027 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CORE 029 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CORE 036 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CORE 046 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CORE 050 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CORE 025 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED GIVEBACK 013 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED GIVEBACK 014 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED GIVEBACK 015 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED GIVEBACK 018 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED GIVEBACK 031 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED GIVEBACK 032 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED GIVEBACK 035 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED GIVEBACK 045 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED GIVEBACK 049 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED GIVEBACK 051 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED PREMIUM 037 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED PREMIUM 044 FL (HMO),Medicare Advantage,HMO,Individual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED DUAL 019 FL (HMO D-SNP),Medicare Advantage,HMO D-SNP,Dual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED DUAL 020 FL (HMO D-SNP),Medicare Advantage,HMO D-SNP,Dual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED DUAL 021 FL (HMO D-SNP),Medicare Advantage,HMO D-SNP,Dual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED DUAL 022 FL (HMO D-SNP),Medicare Advantage,HMO D-SNP,Dual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED DUAL 023 FL (HMO D-SNP),Medicare Advantage,HMO D-SNP,Dual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED DUAL 024 FL (HMO D-SNP),Medicare Advantage,HMO D-SNP,Dual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED DUAL 033 FL (HMO D-SNP),Medicare Advantage,HMO D-SNP,Dual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED DUAL 034FL (HMO D-SNP),Medicare Advantage,HMO D-SNP,Dual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED DUAL 039 FL (HMO D-SNP),Medicare Advantage,HMO D-SNP,Dual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED DUAL 041 FL (HMO D-SNP),Medicare Advantage,HMO D-SNP,Dual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED DUAL 043 FL (HMO D-SNP),Medicare Advantage,HMO D-SNP,Dual,Florida,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED C-SNP CHOICE PLUS 016 GA (PPO C-SNP),Medicare Advantage,PPO C-SNP,Individual,Georgia,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED C-SNP CHOICE PREMIUM 015 GA (PPO C-SNP),Medicare Advantage,PPO C-SNP,Individual,Georgia,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED C-SNP CHOICE PREMIUM 017 GA (PPO C-SNP),Medicare Advantage,PPO C-SNP,Individual,Georgia,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED C-SNP CHOICE PREMIUM 018 GA (PPO C-SNP),Medicare Advantage,PPO C-SNP,Individual,Georgia,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CHOICE 001 GA (PPO),Medicare Advantage,PPO,Individual,Georgia,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CHOICE 004 GA (PPO),Medicare Advantage,PPO,Individual,Georgia,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CHOICE 010 GA (PPO),Medicare Advantage,PPO,Individual,Georgia,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CHOICE GIVEBACK 002 GA (PPO),Medicare Advantage,PPO,Individual,Georgia,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CHOICE GIVEBACK 005 GA (PPO),Medicare Advantage,PPO,Individual,Georgia,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CHOICE GIVEBACK 011 GA (PPO),Medicare Advantage,PPO,Individual,Georgia,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CHOICE 008 HI (PPO),Medicare Advantage,PPO,Individual,Hawaii,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
,Devoted Health,DEVOTED CHOICE GIVEBACK 009 HI (PPO),Medicare Advantage,PPO,Individual,Hawaii,PO Box 211037,,Eagan,Minnesota,55121,1-844-215-4265, 1-800-338-6833,1-844-215-4265, 1-800-338-6833,
