Payer_ID,Payer_Name,State_Name,Mailing_Address1,Mailing_Address2,Mailing_City,Mailing_State,Mailing_Zip,FAX,Main_Phone,BV_Phone,Claims_Phone,
,Mountain Health CO-OP,Wyoming,PO Box 30311,,Salt Lake City,Utah,84130,1-559-243-7012,1-855-447-2900,1-800-299-6080,1-559-243-7012,
,Peach State Health Plan,Georgia,"1100 Circle 75 Parkway,",,Atlanta,Georgia,30339,1-800-704-1484,1-877-683-3155,1-866-874-0633,1-866-532-8834,
,CalOptima,California,505 City Pkwy West,,"Orange	",California,92868,1-888-587-8088,1-714-246-8677,1-888-587-8088,1-714-468-1065 ,
,Blue Cross Blue Shield,Alabama,450 Riverchase Parkway East,,Birmingham,Alabama,35244,1-800-292-8872,1-212-908-8780,1-888-543-9212,1-866-255-7569,
,Blue Cross Blue Shield,Alaska,P.O. Box 240808,,Anchorage,Alaska,99503,1-800-722-4714, 1-888-315-0097,1-855-390-6154,1-888-315-0097,
,Blue Cross Blue Shield,California,P.O. Box 272640,,  Chico,California,95927-2640, 1-800-922-3242, 1-877-222-0626,1-800-776-4466,1-877-495-0839,
,Blue Cross Blue Shield,Idaho,P.O. Box 8406,,Boise,Idaho,83707,1-866-482-2250,1-208-387-6999,1-888-494-2583,1-800-743-1871,
,Blue Cross Blue Shield,Idaho - Southwest Idaho & West Central Mountains,P.O. Box 8406,,Boise,Idaho,83707,1-866-482-2250,1-208-387-6999,1-888-494-2583,1-800-743-1871,
,Blue Cross Blue Shield,Idaho- North Idaho & Clark County,P.O. Box 8406,,Boise,Idaho,83707,1-866-482-2250,1-208-387-6999,1-888-494-2583,1-800-743-1871,
,Blue Cross Blue Shield,Idaho -South Central & Eastern Idaho,P.O. Box 8406,,Boise,Idaho,83707,1-866-482-2250,1-208-387-6999,1-888-494-2583,1-800-743-1871,
,Blue Cross Blue Shield,Illinois,300 East Randolph Street,,Chicago,Illinois,75265-0712,1-855-831-3249,1-800-541-2768,1-877-860-2837 ,1-855-831-3249,
,Blue Cross Blue Shield,Kansas, 1133 SW Topeka Blvd,,Topeka,Kansas,66629,1-800-432-3990,1-785-291-6649,1-866-595-6468 ,1-800-782-4437,
,Blue Cross Blue Shield,Massachusetts,"101 Huntington Avenue,",,Boston,Massachusetts,2199,1-800-262-2583,1-800-842-2029,1-800-200-4255 ,1-888-645-3114,
,Blue Cross Blue Shield,Michigan ,600 E. Lafayette Blvd.,,"Detroit,",Michigan,48226,1-800-344-8525,1-800-842-2029,1-888-288-2738,1-888-645-3114,
,Blue Cross Blue Shield,Minnesota,P.O. Box 64560,,St. Paul,Minnesota,55164-0560,1-800-262-0820,1-651-662-3791,1-800-382-2000,1-866-421-8834,
,Blue Cross Blue Shield,Montana ,PO Box 660255,,Dallas,Texas,75266,1-800-447-7828,1-406-443-0024,1-866-940-3022,1-800-452-0705,
,Blue Cross Blue Shield,Nebraska,1919 Aksarben Drive,,Omaha,Nebraska,68106,1-844-201-0763,1-402-392-4153,1-888-488-9850,1-402-807-0426,
,Blue Cross Blue Shield,New Jersey,Horizon Healthcare of New Jersey PO Box 820,,Newark,New Jersey,7105, 1-800-355-2583,1-973-274-6069,1-800-391-1906 ,1-973-274-4396,
,Blue Cross Blue Shield,New Mexico,P.O. Box 650712,,Dallas,Texas,75265, 1-888-828-4814, 1-505-264-4777,1-888-809-1135,1-866-947-9687,
,Blue Cross Blue Shield,North Carolina,PO Box 2291,,Durham,North Carolina,27702,1-800-868-2510,1-800-868-2510,1-855-258-3079,1-800-868-2510,
,Blue Cross Blue Shield,North Dakota,4510 13th Ave. S.,,Fargo,North Dakota,58121,1-800-279-2583,1-701-234-7839,1-844‑363‑8457 ,1-866-465-1258,
,Blue Cross Blue Shield,Oklahoma,P.O. Box 655924,,Dallas,Texas,75265-5924,1-918-592-0000,1-918-587-6000,1-866-520-2507,1-866-465-1258,
,Blue Cross Blue Shield,Rhode Island,500 Exchange Street,,Providence,Rhode Island,2903,1-800-505-2583,1-800-451-0287,1-855-226-5068,1-800-451-0287,
,Blue Cross Blue Shield,South Carolina,P.O. Box 100206,,Columbia,South Carolina,29202-3206,1-800-868-2510,1-800-868-2510,1-800-930-2836,1-800-868-2510,
,Blue Cross Blue Shield,South Dakota,1601 W. Madison Street,,Sioux Falls,South Dakota,57104,1-855-421-1723,1-800-451-0287,1-800-846-9183,1-800-451-0287,
,Blue Cross Blue Shield,Tennessee,1 Cameron Hill Circle,,Chattanooga,Tennessee,37402,1-800-831-2583,1-423-535-5243,1-800-831-2583,1-423-535-5243,
,Blue Cross Blue Shield,Texas,P.O. Box 660044,,Dallas,Texas,75266-0044,1-877-299-2377,1-800-451-0287,1-888-697-0683,1-800-451-0287,
,Blue Cross Blue Shield,Vermont,P.O. Box 30016,,Pittsburgh,Pennsylvania,15220-0330,1-802-223-6131,1-800-451-0287,1-888-620-1746,1-800-451-0287,
,Blue Cross Blue Shield,Wyoming,P.O. Box 2266,,Cheyenne,Wyoming,82003,1-800-200-5220,1-307-634-5742,1-800-851-2227,1-800-251-1814,
,Cigna Healthcare,Alabama,11501 Alterra Parkway,,Austin,Alabama,78758,1-877-720-3859,1-800-668-3813,1-855-278-5614,1-866-873-8279,
,Cigna Healthcare,Arizona,25500 N- Norterra Drive,,Phoenix,Arizona,85038,"1-630-649-5674	",1-800-668-3813,1-623-277-1000,1-866-873-8279,
,Cigna Healthcare,Arkansas,1580 Calcutta Dr,,Cabot,Arkansas,72023,1-877-724-3859,1-800-668-3813,1-501-605-4268,1-866-873-8279,
,Cigna Healthcare,Colorado,"2000 South Colorado Blvd., ",,"Denver,",Colorado,80222,1-877-724-3859,1-800-668-3813,1-303-782-1500,1-866-873-8279,
,Cigna Healthcare,Connecticut,"2000 South Colorado Blvd., ",,"Denver,",Colorado,80222,1-877-724-3859,1-800-668-3813,1-800-997-1654,1-866-873-8279,
,Cigna Healthcare,Delaware,PO Box 15964,,Wilmington,Delaware,19850,1-855-358-6457,1-800-835-7677,1-800-441-2668,1-855-358-6457,
,Cigna Healthcare,Districts of Columbia,11501 Alterra Parkway,,Austin,Columbia,78758,1-866-873-8279,1-800-668-3813,1-800-668-3813 ,1-866-873-8279,
,Cigna Healthcare,Florida,1571 Sawgrass Corporate Parkway,,Sunrise,Florida,33323,1-866-873-8279,1-800-668-3813, 1-954-514-6600,1-866-873-8279,
,Cigna Healthcare,Georgia,"3500 Piedmont Road,",,"Atlanta,",Georgia,30305,1-866-873-8279,1-800-668-3813, 1-404-443-8800,1-866-873-8279,
,Cigna Healthcare,Illinois,525 West Monroe Street,,Chicago,Illinois, 60661-3629,1-866-873-8279,1-800-668-3813,1-312-648-2464,1-866-873-8279,
,Cigna Healthcare,Kansas,7300 West 110th Street,,Overland Park,Kansas ,66210,1-866-873-8279,1-800-668-3813,1-913-428-6558,1-866-873-8279,
,Cigna Healthcare,Kentucky,"11501 Alterra Parkway,",,Austin,Kentucky,78758,1-866-873-8279,1-800-668-3813,1-502-451-8800,1-866-873-8279,
,Cigna Healthcare,Maryland,10490 Little Patuxent Parkway,,Columbia,Maryland,21044,1-866-873-8279,1-800-668-3813,1-410-884-2500,1-866-873-8279,
,Cigna Healthcare,Mississippi,645 Lakeland East Drive,,Flowood,Mississippi,39232,1-866-873-8279,1-800-668-3813, 1-800-668-3813,1-866-873-8279,
,Cigna Healthcare,Missouri,7300 West 110th Street,,Overland park ,Missouri,66210,1-866-873-8279,1-800-668-3813,1-913-428-6558,1-866-873-8279,
,Cigna Healthcare,Nevada,7300 West 110th Street,,Overland park ,Missouri,66210,1-866-873-8279,1-800-668-3813,1-800-997-1654,1-866-873-8279,
,Cigna Healthcare,New Jersey,44 Whippany Road,,Morristown,New Jersey,7960,1-866-873-8279,1-800-668-3813, 1-862-242-2600,1-866-873-8279,
,Cigna Healthcare,New Mexico,11510 Alterra Parkway,,Austin ,New Mexico,78758,1-866-873-8279,1-800-668-3813,1-505-326-1111,1-866-873-8279,
,Cigna Healthcare,New York,140 East 45th Street,,New York,New York,10017,1-866-873-8279,1-800-668-3813,1-800-997-1654,1-866-873-8279,
,Cigna Healthcare,North Carolina,11016 Rushmore Drive,,Charlotte,North Carolina,28277,1-866-873-8279,1-800-668-3813,1-704-540-2100,1-866-873-8279,
,Cigna Healthcare,Ohio,3 Summit Park Drive,,Independence,Ohio,44131,1-866-873-8279,1-800-668-3813, 1-216-642-1700,1-866-873-8279,
,Cigna Healthcare,Oklahoma,3545 NW 58th St,,Oklahoma ,Oklahoma,73112,1-855-695-2717,1-800-668-3813,1-800-882-4462 ,1-855-695-2717,
,Cigna Healthcare,Oregon,PO Box 55290,,Phonenix ,Oregon ,85078,1-855-695-2717,1-800-668-3813,1-800-997-1654,             1-866-873-8279,
,Cigna Healthcare,Pennsylvania,150 South Warner Road,,King of Prussia,Pennsylvania,19406,1-855-695-2717,1-800-668-3813, 1-215-283-3300,             1-866-873-8279,
,Cigna Healthcare,South Carolina,900 Cottage Grove Rd,,Hartford ,South Carolina ,6152,1-855-695-2717,1-800-668-3813,1-860-226-5722,             1-866-873-8279,
,Cigna Healthcare,Tennessee,401 Chestnut Street,,Chattanooga,Tennessee,37402,1-855-695-2717,1-800-668-3813,1-423-763-6600,             1-866-873-8279,
,Cigna Healthcare,Texas,401 Chestnut Street,,Chattanooga,Tennessee,37402,1-855-695-2717,1-800-668-3813,1-866-244-8081,             1-866-873-8279,
,Cigna Healthcare,Utah,11501 Alterra Parkway,,Austin ,Utah,78758,1-855-695-2717,1-800-668-3813,1-800-997-1654,             1-866-873-8279,
,Cigna Healthcare,Virginia,901 E Cary Street,,Richmond,Virginia,23219,1-855-695-2717,1-800-668-3813,1-804-344-3030,             1-866-873-8279,
,Cigna Healthcare,Washington,920 5th Avenue,,Seattle,Washington,98104,1-855-695-2717,1-800-668-3813,1-800-668-3813,             1-866-873-8279,
,Highmark, Pennsylvania-Philadelphia ,Fifth Avenue Place,,Pittsburgh, Pennsylvania,15222-3099,1-800-236-5907, 1-800-462-1243,1-800-550-8722 ,1-800-236-5907,
,Highmark,Delaware,Fifth Avenue Place,,Pittsburgh, Pennsylvania,15222-3099,1-717-635-4590,1-844-325-6251, 1-800-232-5460,1-800-572-2872,
,Highmark,West virginia-Kanawha,Fifth Avenue Place,,Pittsburgh, Pennsylvania,15222-3099, 1-800-344-5245, 1-800-535-5266, 1-800-935-2583,1-800-344-5245,
,Highmark,New York,Fifth Avenue Place,,Pittsburgh, Pennsylvania,15222-3099,1- 717-635-4590,1-800-333-8451,1-800-457-4708 ,1-717-635-4590,
,Humana,Alabama,101 E. Main St.,,Louisville,Kentucky,96814,1-866-298-8304,1-833-704-1024,1-888-204-4062 ,1-800-594-5309,
,Humana,Alaska,101 E. Main St.,,Louisville,Kentucky,40202,1-866-298-8304,1-833-704-1024,1-888-204-4062,1-800-594-5309,
,Humana,Arizona,101 E. Main St.,,Louisville,Kentucky,40202,1-602-364-2505,1-602-760-1700,1-800-457-4708 ,1-800-523-0023,
,Humana,Arkansas,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-800-457-4708,1-888-204-4062,1-800-523-0023,
,Humana,California,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-833-704-1024,1-800-457-4708,1-800-523-0023,
,Humana,Colorado,101 E. Main St.,,Louisville,Kentucky,40202,1-920-339-5043,1-800-457-4708,1-800-457-4708,1-800-523-0023,
,Humana,Connecticut,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-800-457-4708,1-833-704-1024,1-800-523-0023,
,Humana,Delaware,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-800-457-4708,1-800-457-4708,1-800-523-0023,
,Humana,Florida,101 E. Main St.,,Louisville,Kentucky,40202,1-800-379-7617,1-800-477-6931,1-800-457-4708,1-855-227-0677,
,Humana,Georgia,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-800-457-4708,1-833-704-1024 ,1-800-523-0023,
,Humana,Hawaii,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-888-908-6518,1-888-908-6518,1-800-523-0023,
,Humana,Idaho,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-800-457-4708,1-800-448-6262,1-800-523-0023,
,Humana,Illinois,101 E. Main St.,,Louisville,Kentucky,40202,1-920-339-5043,1-800-457-4708,1-800-448-6262,1-800-523-0023,
,Humana,Indiana,101 E. Main St.,,Louisville,Kentucky,40202,1-502-324-6376,1-866-274-5888,1-800-448-6262,1-800-523-0023,
,Humana,Iowa,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-800-457-4708,1-800-448-6262,1-800-523-0023,
,Humana,Kansas,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-800-457-4708,1-800-448-6262,1-800-523-0023,
,Humana,Kentucky,101 E. Main St.,,Louisville,Kentucky,40202,1-800-444-9137,1-800-457-4708,1-800-444-9137,1-800-523-0023,
,Humana,Louisiana,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-800-448-3810,1-800-448-3810,1-800-523-0023,
,Humana,Maine,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-800-457-4708,1-800-457-4708,1-800-523-0023,
,Humana,Maryland,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-833-704-1024,1-800-457-4708,1-800-523-0023,
,Humana,Massachusetts,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-800-457-4708,1-800-457-4708,1-800-523-0023,
,Humana,Michigan,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-800-273-2509,1-800-457-4708,1-800-523-0023,
,Humana,Minnesota,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-800-457-4708,1-800-457-4708,1-800-523-0023,
,Humana,Mississippi,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-800-457-4708,1-800-448-6262,1-800-523-0023,
,Humana,Missouri,101 E. Main St.,,Louisville,Kentucky,40202,1-855-446-7354,1-800-457-4708,1-800-448-6262,1-800-523-0023,
,Humana,Montana,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-800-457-4708,1-800-457-4708,1-800-523-0023,
,Humana,Nebraska,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-800-457-4708,1-800-457-4708,1-800-523-0023,
,Humana,Nevada,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-702-837-4401,1-800-457-4708,1-800-523-0023,
,Humana,New Hampshire,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-800-457-4708,1-800-457-4708,1-800-523-0023,
,Humana,New Jersey,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-800-457-4708,1-800-457-4708,1-800-523-0023,
,Humana,New Mexico,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-833-704-1024,1-800-457-4708,1-800-523-0023,
,Humana,New York,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-800-457-4708,1-800-457-4708,1-800-523-0023,
,Humana,North Carolina,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-800-457-4708,1-800-457-4708,1-800-523-0023,
,Humana,North Dakota,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-800-457-4708,1-800-457-4708,1-800-523-0023,
,Humana,Ohio,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-877-856-5702 ,1-877-856-5702,1-800-523-0023,
,Humana,Oklahoma,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-800-457-4708,1-800-448-6262,1-800-523-0023,
,Humana,Oregon,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,"1-800-457-4708	",1-866-427-7478,1-800-523-0023,
,Humana,Pennsylvania,101 E. Main St.,,Louisville,Kentucky,40202,1-717-795-1951,1-800-457-4708,1-800-457-4708,1-800-523-0023,
,Humana,Puerto Rico,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-866-773-5959,1-866-773-5959,1-800-523-0023,
,Humana,Rhode Island,101 E. Main St.,,Louisville,Kentucky,40202,1-855-227-0677,1-833-704-1024,1-800-457-4708,1-855-227-0677,
,Humana,South Carolina,101 E. Main St.,,Louisville,Kentucky,40202,1-803-255-8206,1-866-432-0001,1-866-432-0001,1-855-227-0677,
,Humana,South Dakota,101 E. Main St.,,Louisville,Kentucky,40202,1-855-227-0677,1-800-457-4708,1-800-457-4708,1-855-227-0677,
,Humana,Tennessee,101 E. Main St.,,Louisville,Kentucky,40202,1-855-227-0677,1-800-457-4708,1-800-457-4708,1-855-227-0677,
,Humana,Texas,101 E. Main St.,,Louisville,Kentucky,40202,1-855-227-0677,1-800-457-4708,1-800-457-4708,1-855-227-0677,
,Humana,Utah,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-800-457-4708,1-800-457-4708,1-800-523-0023,
,Humana,Vermont,101 E. Main St.,,Louisville,Kentucky,40202,1-855-227-0677,1-800-457-4708,1-800-457-4708,1-855-227-0677,
,Humana,Virginia,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-800-457-4708,1-800-457-4708,1-800-523-0023,
,Humana,Washington,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-800-457-4708,1-800-457-4708,1-800-523-0023,
,Humana,"Washington, D.C.",101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-800-457-4708,1-800-448-6262,1-800-523-0023,
,Humana,West Virginia,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-800-457-4708,1-800-457-4708,1-800-523-0023,
,Humana,Wisconsin,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-800-457-4708,1-800-457-4708,1-800-523-0023,
,Humana,Wyoming,101 E. Main St.,,Louisville,Kentucky,40202,1-800-523-0023,1-800-457-4708,1-800-457-4708,1-800-523-0023,
,Kaiser Permanente,Georgia,8954 Rio San Diego Drive Office ,,San Diego,Georgia,92108,1-855-265-0311,1-800-611-1811, 1-855-265-0311,1-855-265-0311,
,Kaiser Permanente,Washington,8954 Rio San Diego Drive Office ,,San Diego,Washington,92108,"	1-855-281-1840",1-800-664-3820,1-888-901-4600,"	1-855-281-1840",
,Kaiser Permanente,California southern,8954 Rio San Diego Drive Office ,,San Diego,California,92108,1-866-338-0266,"	1-800-443-0815", 1-888-251-7052,1-866-338-0266,
,Kaiser Permanente,California northern,8954 Rio San Diego Drive Office ,,San Diego,California,92108,1-866-338-0266,"	1-800-443-0815", 1-888-251-7052,1-866-338-0266,
,Kaiser Permanente,Colorado,8954 Rio San Diego Drive Office ,,San Diego,California,92108,1-855-281-1840,1-888-525-1553,1-888-525-1553,1-855-281-1840,
,Medica, North Dakota,4340-18th Ave. S,,Fargo,North Dakota,58103,1-952-992-2836,1-800-458-5512,1-800-458-5512,1-866-810-5238,
,Medica, Wisconsin,1277 Deming Way,,Madison,Wincosin,53717,1-952-992-2396, 1-800-952-3455, 1-800-952-3455,1-866-810-5238,
,Medica, Wyoming,401 Carlson Parkway,,Minnetonka,Minnesota,55305,1-952-992-2836,1-800-458-5512,1-800-458-5512,1-800-458-5512,
,Medica,Iowa,331 Village Pointe Plaza,,Omaha,Nebraska,68118,1-952-992-3556,1-800-458-5512,1-800-458-5512,1-866-839-4013,
,Medica,Minnesota,401 Carlson Parkway,,Minnetonka,Minnesota,55305,1-952-992-3556,1-800-458-5512 ,1-800-458-5512 ,1-866-839-4013,
,Medica,Nebraska,331 Village Pointe Plaza,,Omaha,Nebraska,68118,1-952-992-3556,1-800-458-5512,1-800-458-5512,1-866-839-4013,
,Medica,South Dakota,4340-18th Ave. S,,Fargo,North Dakota,58103,1-952-992-3556,1-800-458-5512,1-800-458-5512,1-866-810-5238,
,Molina healthcare,Arizona,5055 E. Washington Street,,Phoenix,Arizona,85034,1-800-322-8670,1-844-251-1451,1-866-403-8293,1-844-251-1451,
,Molina healthcare,California,200 Oceangate,,Long Beach,California,90802,1-888-858-2150,1-888-665-4621,1-888-858-2150,1-844-665-4625,
,Molina healthcare,Florida,Westside Plaza I,,Doral,Florida,33122,1-866-472-4585,1-800-811-4803,1-866-472-4585,1-866-472-4585,
,Molina healthcare,Idaho,7050 Union Park Center,,Midvale,Idaho  ,84047,1-844-809-8445,1-844-251-1451,1-844-239-4914,1-844-251-1451,
,Molina healthcare,Illinois,2001 Butterfield Road,,Downers Grove,Illinois,60515,1-855-687-7861,1-630-203-3993,1-855-687-7861,1-866-617-4971,
,Molina healthcare,Iowa,500 SW 7th Street,,Des Moines,Iowa,50309,1-877-319-6828,1-844-236-1464,1-844-236-0894,1-877-733-3195,
,Molina healthcare,Kentucky,2028 W,,Louisville,Kentucky,40203,1-502-585-6060,1-800-578-0775,1-800-578-0775,1-833-454-0641,
,Molina healthcare,Massachusetts,1075 Main Street,,Waltham,Massachusetts ,02451,1-562-499-0610,1-888-794-7268,1-855-838-7999 ,1-844-823-5479,
,Molina healthcare,Michigan,1201 Woodward Ave,,Detroit,Michigan,48226,1-248-925-1768,1-855-322-4077,1-888-665-1328,1-888-373-3059,
,Molina healthcare,Mississippi,1020 Highland Colony ,,Ridgeland,Mississippi,39157,1-844-303-5188,1-844-826-4335,1-844-826-4335,1-833-322-1061,
,Molina healthcare,Nebraska,14748 W Center Rd,,Omaha,Nebraska ,68144,1-833-635-2044,1-844-782-2678,1-844-782-2678,1-833-832-1015,
,Molina healthcare,Nevada,8329 West Sunset Road,,Las Vegas,Nevada,89113,1-833-741-3182,1-833-685-2103,1-833-685-2103,1-844-251-1450,
,Molina healthcare,New Mexico,P.O. Box 3887,,Albuquerque,New Mexico,87190,1-877-731-7218,1-800-377-9594,1-855-322-4078,1-888-802-5711,
,Molina healthcare,New york,2900 Exterior Street New York ,,The Bronx,New York,10463,1-315-234-9812,1-800-223-7242,1-877-872-4716,1-866-879-4742,
,Molina healthcare,Ohio,PO Box 349020,,Columbus,Ohio,43231,1-888-296-7851,1-855-322-4079,1-855-322-4079,1-866-449-6843,
,Molina healthcare,South Carolina,PO box 40309,,North Charleston,South Carolina,29492,1-855-882-3901,1-844-834-2155,1-855-237-6178,1-855-882-3901,
,Molina healthcare,Texas,2200 Highway 121,,Bedford,Texas,76021,1-713-295-6677 ,1-866-449-6849,1-866-449-6849,1-866-420-3639,
,Molina healthcare,Utah,7050 Union Park Center,,Midvale,utah,84047,1-801-858-0409,1-888-483-0760,1-855-322-4081,1-866-472-0589,
,Molina healthcare,Washington,22522 29th Dr. SE,,Bothell​​​,Washington,98021,1-800-869-7165,1-866-472-4818,1-800-869-7165,1-800-869-7165,
,Molina healthcare,Wisconsin,10201 W Innovation Dr #100,,Wauwatosa,Wisconsin,53226,1-888-999-2404,1-414-300-9896,1-888-999-2404,1-888-999-2404,
,Oscar Health,Arizona,75 varick street,,New York,New York,10013,1-888-977-2062, 1-855-672-2755,"1-855-672-2788
 ", 1-844-965-9053,
,Oscar Health,Florida,75 varick street,,New York,New York,10013,1-844-965-9053, 1-855-672-2755 ,"1-855-672-2788
 ",1-844-965-9053,
,Oscar Health,Iowa,75 varick street,,New York,New York,10013,1-844-965-9053, 1-855-672-2755 ,"1-855-672-2788
 ",1-844-965-9053,
,Oscar Health,Kansas,75 varick street,,New York,New York,10013,1-888-977-2062, 1-855-672-2755 ,"1-855-672-2788
 ",1-844-965-9053,
,Oscar Health,Michigan,75 varick street,,New York,New York,10013,1-888-977-2062, 1-855-672-2755 ,"1-855-672-2788
 ",1-844-965-9053,
,Oscar Health,Missouri,75 varick street,,New York,New York,10013,1-888-977-2062, 1-855-672-2755 ,"1-855-672-2788
 ",1-844-965-9053,
,Oscar Health,Nebraska,75 varick street,,New York,New York,10013,1-888-977-2062, 1-855-672-2755 ,"1-855-672-2788
 ",1-844-965-9053,
,Oscar Health,New Jersey,75 varick street,,New York,New York,10013,1-844-814-2259 ​,1-855-672-2755 ​,"1-855-672-2788
 ",1-844-965-9053 ,
,Oscar Health,New York,75 varick street,,New York,New York,10013,1-844-814-2259 ​,1-855-672-2755 ​,"1-855-672-2788
 ",1-844-965-9053 ,
,Oscar Health,North Carolina,75 varick street,,New York,New York,10013,1-877-248-2746 ​,1-800-972-4226 ​,"1-855-672-2788
 ",1-877-248-2746,
,Oscar Health,Ohio,75 varick street,,New York,New York,10013,1-877-248-2746 ​,1-800-972-4226 ​,"1-855-672-2788
 ",1-877-248-2746,
,Oscar Health,Oklahoma,75 varick street,,New York,New York,10013,1-844-965-9053 ,1-855-672-2755 ​,"1-855-672-2788
 ",1-844-965-9053 ,
,Oscar Health,Pennsylvania,75 varick street,,New York,New York,10013,1-877-248-2746 ​,1-800-972-4226 ​,"1-855-672-2788
 ",1-877-248-2746,
,Oscar Health,Tennessee,75 varick street,,New York,New York,10013,1-877-248-2746 ​,1-800-972-4226 ​,"1-855-672-2788
 ",1-877-248-2746,
,Oscar Health,Texas,75 varick street,,New York,New York,10013,1-844-814-2259 ​,1-855-672-2755 ​,"1-855-672-2788
 ",1-844-965-9053 ,
,Oscar Health,Virginia,3838 N. Causeway Blvd,,Metairie,Louisiana,70001,1-844-965-9053 ,1-855-672-2755 ​,"1-855-672-2788
 ",1-844-965-9053 ,
,UHC,Alabama,P.O. Box 740371,,Atlanta,Georgia,30374,1-205-437-8512,1-205-437-8540,1-800945-0146,1-205-437-8523,
,UHC,Alaska,5757 Plaza Drive,,Cypress,California,90630,1-907-747-2732,1-801-994-1261,1-877-842-3210,1-800-267-8328,
,UHC,Arizona,1 East Washington,,Phoenix,Arizona,85004,1-844-226-0356,1-888-888-8888 ,1-800-701-9054,1-888-808-9123,
,UHC,Arkansas,"1401 West Capitol Ave.,",,"Little Rock,",Arkansas,72201,1-501-664-7700,1-501-664-7768,1-877-842-3210,1-866-373-1081,
,UHC,California,P.O. Box 30884,,Salt Lake ,Utah, 84130-0884,1-866-756-5514,1-888-888-8888 ,1-877-842-3210,1-800-668-2983 ,
,UHC,Colorado,P.O. Box 6111,,Cypress ,California,90630-0016 ,1-844-226-0356,1-888-888-8888 ,1-877-842-3210,1-844-244-9482,
,UHC,Connecticut,P.O. Box 30781,,Salt Lake City,Utah,84130-0781,1-860-702-5000,1-866-373-1081,1-877-842-3210,1-866-373-1081,
,UHC,Delaware,PO Box 9472,,Minneapolis,Minnesota,55440-9472, 1-800-701-9054,1-801-994-1261,1-877-842-3210,1-866-373-1081,
,UHC,Districts of Columbia,"10175 Little Patuxent Parkway,",,Columbia,Maryland,21044,1-877-960-8235,1-888-478-4760,1-800-842-1109,1-877-960-8235,
,UHC,Florida,9100 S. Dadeland Blvd,,Miami,Florida,33156,1-888-950-1170 ,1-888-888-8888 ,1-800-407-9069,1-800-267-8328,
,UHC,Georgia,9100 S. Dadeland Blvd,,Miami,Georgia,33156,1-844-226-0356,1-888-888-8888 ,1-800-600-9007,1-866-940-7328,
,UHC,Hawaii,P.O. Box 30757 ,,"Salt Lake City,",Utah,84130-0757,1-800-310-6826,1-866-940-7328,1-877-842-3210,1-866-940-7328,
,UHC,Idaho,322 East Front St,,Boise,Idaho,83702,1-866-940-7328,1-800-701-9054,1-855-857-9753,1-866-940-7328,
,UHC,Illinois,P.O. Box 241029 St. Paul,,St. Paul,Minnesota,55124-7019,1-866-940-7328,1-888-888-8888 ,1-800-600-9007,1-866-940-7328,
,UHC,Indiana,7440 Woodland Drive Dept. 100,,Indianapolis,Indiana,46278,1- 844-226-0356,1-888-888-8888 ,1-877-610-9785, 1-844-897-6514,
,UHC,Iowa,P.O. Box 241029,,St. Paul,Minnesota,55124-7019,1-888-650-3462 ,1-866-940-7328,1-877-842-3210,1-866-940-7328,
